Employee ID,Date of Joining,Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate
8646,2008/6/13,Male,Service,No,1,2,0.7,0.01
8647,2008/7/28,Female,Service,Yes,0,2,3.4,0.27
8648,2008/1/19,Male,Product,Yes,4,7,7.4,0.67
8649,2008/6/13,Male,Service,No,3,,5.3,0.45
8650,2008/7/14,Female,Service,No,5,8,8.9,0.79
8651,2008/2/5,Female,Service,No,3,6,8.2,0.62
8652,2008/1/25,Male,Product,Yes,2,5,4.8,0.39
8653,2008/7/17,Female,Product,Yes,3,7,7.2,0.51
8654,2008/11/12,Female,Product,No,2,5,6.8,0.52
8655,2008/9/12,Male,Service,Yes,3,4,5.8,0.5
8656,2008/8/2,Male,Service,No,2,4,6.1,0.57
8657,2008/2/14,Female,Service,No,3,5,8,0.67
8658,2008/2/13,Female,Product,Yes,1,3,,0.38
8659,2008/12/25,Male,Service,No,2,4,6.4,0.47
8660,2008/2/8,Female,Service,Yes,2,4,,0.59
8661,2008/7/18,Female,Product,Yes,1,4,5.3,0.43
8662,2008/5/31,Male,Product,No,3,7,7.9,0.79
8663,2008/4/2,Male,Product,Yes,4,7,7.4,0.52
8664,2008/5/30,Female,Service,No,2,,6.5,0.48
8665,2008/6/8,Female,Service,No,1,4,5.5,
8666,2008/9/15,Male,Service,No,4,7,,0.69
8667,2008/10/11,Female,Service,No,2,5,7.3,0.6
8668,2008/4/8,Male,Service,Yes,1,2,5.3,0.3
8669,2008/7/18,Male,Service,No,2,3,4.4,0.32
8670,2008/6/2,Female,Product,No,2,3,4.4,
8671,2008/11/8,Male,Service,No,2,4,5.8,0.52
8672,2008/4/14,Male,Service,Yes,3,4,3.2,
8673,2008/8/18,Male,Product,Yes,2,3,3.1,0.18
8674,2008/5/15,Male,Service,No,4,7,7.3,0.76
8675,2008/8/10,Female,Product,No,3,6,6.6,0.61
8676,2008/9/5,Male,Service,No,4,7,,0.55
8677,2008/3/27,Female,Service,Yes,2,3,4,0.33
8678,2008/2/6,Female,Product,No,2,5,5.9,0.4
8679,2008/8/2,Male,Service,No,1,4,6.7,0.52
8680,2008/12/9,Female,Service,No,1,3,5.3,0.29
8681,2008/9/24,Male,Service,No,3,5,7.7,0.61
8682,2008/7/22,Female,Service,Yes,2,4,6.9,0.46
8683,2008/6/30,Male,Service,Yes,1,2,,0.37
8684,2008/6/30,Male,Service,No,3,6,7.4,0.61
8685,2008/11/7,Male,Product,No,1,2,6.8,0.44
8686,2008/12/25,Male,Product,No,2,6,7.7,0.55
8687,2008/1/16,Female,Service,Yes,1,3,5.4,0.42
8688,2008/9/10,Female,Service,Yes,1,2,2.7,0.16
8689,2008/10/7,Female,Service,No,1,1,3.4,0.14
8690,2008/7/14,Female,Service,Yes,2,4,7.5,0.58
8691,2008/12/7,Female,Service,Yes,0,1,3.2,0.16
8692,2008/1/30,Male,Service,No,2,6,6.7,0.63
8693,2008/9/17,Female,Service,No,2,6,8.3,0.63
8694,2008/10/12,Female,Product,No,3,5,5.7,0.46
8695,2008/8/27,Male,Product,No,2,5,7.8,0.61
8696,2008/8/11,Male,Service,Yes,4,,6.2,
8697,2008/6/30,Female,Service,No,5,10,10,1
8698,2008/4/27,Male,Service,No,2,3,4.6,0.33
8699,2008/9/9,Male,Service,No,4,8,9.1,0.78
8700,2008/6/15,Male,Service,No,2,,8.4,0.69
8701,2008/8/7,Female,Product,Yes,3,6,5.8,0.34
8702,2008/10/30,Female,Service,No,4,8,8.1,0.68
8703,2008/7/31,Female,Service,No,1,2,4.2,0.25
8704,2008/7/2,Male,Service,Yes,2,4,6.2,0.43
8705,2008/12/22,Male,Service,Yes,3,6,4.8,0.43
8706,2008/8/30,Male,Product,Yes,1,,2.5,0.13
8707,2008/6/2,Male,Service,No,2,5,5.3,0.41
8708,2008/3/4,Female,Product,Yes,2,5,7.3,
8709,2008/8/26,Female,Service,No,1,,6.1,0.37
8710,2008/10/6,Female,Product,Yes,3,,4.2,0.31
8711,2008/9/26,Female,Service,Yes,1,2,,0.24
8712,2008/7/16,Male,Product,Yes,1,2,5.5,0.32
8713,2008/11/11,Female,Service,Yes,2,4,5,0.38
8714,2008/7/5,Male,Product,Yes,3,5,5.8,0.39
8715,2008/5/6,Female,Service,No,3,5,5,0.39
8716,2008/9/25,Male,Service,No,3,6,8.7,0.77
8717,2008/11/8,Female,Service,Yes,1,3,3.7,0.32
8718,2008/4/9,Female,Service,Yes,3,6,5.6,0.48
8719,2008/3/12,Female,Service,No,5,9,8.7,0.94
8720,2008/11/17,Female,Service,Yes,3,7,9.2,0.78
8721,2008/6/1,Male,Service,Yes,4,8,8.8,0.74
8722,2008/11/20,Male,Product,No,3,5,5.9,0.55
8723,2008/12/26,Male,Service,No,4,8,7.1,0.72
8724,2008/1/27,Female,Service,No,3,6,5.5,0.52
8725,2008/9/7,Male,Product,No,2,4,5.3,0.31
8726,2008/10/4,Male,Service,No,3,5,7.4,0.54
8727,2008/10/10,Male,Service,Yes,3,6,7.2,0.51
8728,2008/7/31,Male,Product,No,2,4,,0.58
8729,2008/6/2,Male,Product,No,3,6,8.2,
8730,2008/4/25,Male,Service,Yes,2,,3.8,0.23
8731,2008/6/9,Female,Service,Yes,3,4,,0.5
8732,2008/1/8,Female,Product,No,1,3,3.9,
8733,2008/6/7,Male,Service,No,3,9,9.1,0.94
8734,2008/1/26,Female,Service,No,1,2,3.9,0.21
8735,2008/4/16,Female,Product,Yes,2,5,6.4,0.53
8736,2008/5/28,Female,Service,No,3,5,6.2,0.45
8737,2008/2/27,Male,Service,Yes,1,2,4.7,0.3
8738,2008/5/30,Male,Service,No,3,6,7.4,0.6
8739,2008/11/30,Female,Product,No,2,,7,0.63
8740,2008/5/25,Male,Product,Yes,2,,2.7,0.17
8741,2008/12/31,Female,Service,Yes,3,5,5.6,0.43
8742,2008/9/4,Female,Product,Yes,2,2,3.9,0.25
8743,2008/3/4,Female,Product,Yes,1,1,,0.11
8744,2008/1/28,Female,Product,Yes,1,2,4.7,0.26
8745,2008/7/14,Male,Service,Yes,3,5,3.7,0.3
8746,2008/1/29,Male,Service,Yes,2,3,4.3,0.29
8747,2008/11/11,Male,Service,Yes,1,,5.8,0.38
8748,2008/2/28,Male,Service,Yes,3,7,7,0.7
8749,2008/7/26,Female,Service,Yes,2,5,4.7,0.36
8750,2008/3/2,Male,Product,Yes,3,5,4.8,0.43
8751,2008/12/13,Female,Service,Yes,2,5,7,0.49
8752,2008/8/7,Male,Service,Yes,1,3,7.1,0.51
8753,2008/9/11,Female,Service,No,0,2,3.2,0.15
8754,2008/11/24,Male,Product,No,4,6,7.7,0.59
8755,2008/12/21,Female,Service,No,2,6,7.4,0.67
8756,2008/11/10,Female,Product,Yes,2,3,5.9,
8757,2008/5/13,Female,Service,Yes,3,5,3.7,0.31
8758,2008/8/26,Female,Product,Yes,2,4,,0.11
8759,2008/9/24,Female,Service,Yes,2,4,5.8,0.38
8760,2008/9/14,Female,Product,Yes,3,8,7.3,0.73
8761,2008/8/15,Male,Service,Yes,3,6,4.9,0.33
8762,2008/7/23,Female,Product,No,3,5,6.4,0.57
8763,2008/3/11,Female,Service,Yes,1,2,5,0.28
8764,2008/4/8,Female,Service,No,2,3,6.2,0.47
8765,2008/5/3,Female,Product,Yes,3,,,0.63
8766,2008/8/4,Female,Service,Yes,0,2,4,0.34
8767,2008/11/16,Male,Service,No,4,8,8.6,0.79
8768,2008/12/7,Female,Service,Yes,2,5,5.4,0.48
8769,2008/7/30,Female,Service,Yes,2,4,5.2,0.43
8770,2008/2/20,Male,Service,No,3,,6.9,0.58
8771,2008/6/7,Male,Service,Yes,1,2,6.8,0.49
8772,2008/7/1,Male,Product,Yes,3,5,7.7,
8773,2008/11/7,Female,Product,No,3,5,,0.31
8774,2008/3/22,Male,Product,No,2,5,6.3,0.54
8775,2008/1/19,Male,Service,Yes,4,6,7.4,0.54
8776,2008/11/4,Female,Service,Yes,1,1,0.1,0.03
8777,2008/1/20,Male,Service,No,3,4,5.2,0.43
8778,2008/1/19,Female,Product,Yes,4,8,5.5,0.51
8779,2008/3/3,Female,Product,Yes,2,4,5.9,0.4
8780,2008/7/1,Female,Product,No,1,4,7.2,0.54
8781,2008/2/13,Female,Product,Yes,3,4,6,0.47
8782,2008/10/28,Male,Product,Yes,1,2,1.4,0.06
8783,2008/2/4,Female,Service,Yes,2,4,3,0.22
8784,2008/2/19,Male,Service,Yes,2,5,6.4,0.5
8785,2008/10/20,Female,Service,Yes,2,3,4.2,0.22
8786,2008/11/5,Male,Service,No,2,,7.8,0.59
8787,2008/7/7,Female,Product,No,2,,7.1,0.58
8788,2008/4/15,Female,Product,Yes,2,3,4.9,0.45
8789,2008/6/16,Male,Service,No,4,7,7.8,0.71
8790,2008/3/2,Male,Product,No,3,7,6.2,0.59
8791,2008/7/6,Female,Product,No,3,6,8.2,0.63
8792,2008/5/13,Female,Service,No,4,8,7.8,0.79
8793,2008/1/1,Male,Product,Yes,0,1,3.1,0.24
8794,2008/3/9,Female,Product,Yes,3,7,6.2,0.56
8795,2008/10/28,Female,Service,Yes,2,3,3.6,0.3
8796,2008/3/22,Female,Product,No,2,5,5.6,0.37
8797,2008/1/28,Female,Service,No,3,5,7.6,0.61
8798,2008/5/23,Male,Service,Yes,4,8,5.7,0.53
8799,2008/5/11,Male,Product,No,3,,6.5,0.57
8800,2008/4/2,Female,Product,Yes,3,4,4.6,
8801,2008/10/10,Female,Service,No,1,3,4.1,0.28
8802,2008/7/3,Male,Product,Yes,1,3,6.1,0.38
8803,2008/4/3,Female,Product,No,2,5,4.8,0.41
8804,2008/2/7,Female,Service,Yes,3,5,,0.47
8805,2008/12/2,Male,Service,Yes,4,8,7.4,0.67
8806,2008/3/25,Female,Service,No,2,4,4.7,
8807,2008/6/30,Female,Service,Yes,3,6,6,0.53
8808,2008/3/8,Female,Product,Yes,1,4,5.5,0.36
8809,2008/7/4,Female,Service,No,2,3,5.6,0.44
8810,2008/8/31,Male,Service,Yes,0,1,4.8,0.27
8811,2008/6/10,Male,Service,No,2,4,6.3,0.43
8812,2008/9/28,Female,Service,No,3,6,6.8,0.51
8813,2008/9/4,Male,Service,No,3,6,6.9,0.64
8814,2008/8/6,Female,Service,Yes,2,4,5.1,0.3
8815,2008/6/11,Male,Service,Yes,1,2,3.9,0.18
8816,2008/6/14,Female,Product,Yes,2,2,4.5,0.21
8817,2008/11/16,Male,Service,No,2,4,7.8,0.6
8818,2008/11/13,Female,Service,No,0,2,3.8,0.28
8819,2008/8/19,Female,Service,No,1,5,,0.52
8820,2008/7/30,Male,Product,Yes,1,4,,0.31
8821,2008/6/8,Male,Service,No,2,4,5.7,
8822,2008/8/19,Female,Product,Yes,1,2,4.2,0.29
8823,2008/2/14,Male,Service,Yes,3,5,5.9,0.43
8824,2008/8/9,Male,Service,Yes,3,6,6.8,0.54
8825,2008/10/7,Male,Service,Yes,2,4,5.3,0.48
8826,2008/7/23,Male,Service,No,2,4,,0.4
8827,2008/3/8,Female,Service,Yes,3,5,6.5,
8828,2008/6/2,Female,Service,Yes,0,1,2.9,
8829,2008/9/22,Male,Product,Yes,1,,,0.37
8830,2008/12/31,Female,Service,No,4,9,8,0.76
8831,2008/3/3,Female,Service,Yes,1,,,
8832,2008/11/3,Female,Service,Yes,1,2,6.5,0.43
8833,2008/3/31,Male,Service,No,1,4,6.2,0.4
8834,2008/8/6,Female,Product,No,0,1,2.2,0.13
8835,2008/10/11,Female,Service,Yes,2,3,3.4,0.19
8836,2008/11/9,Female,Product,Yes,3,5,,0.45
8837,2008/9/14,Male,Service,Yes,2,,6.4,0.48
8838,2008/7/15,Male,Product,No,2,5,7.1,
8839,2008/6/9,Female,Service,No,3,7,7.5,0.62
8840,2008/3/18,Male,Product,Yes,2,4,5.9,0.37
8841,2008/12/21,Female,Service,Yes,2,2,,0.24
8842,2008/11/24,Female,Service,No,2,5,,0.69
8843,2008/6/29,Female,Product,Yes,2,4,5.9,0.38
8844,2008/2/14,Male,Service,No,1,3,7.4,0.52
8845,2008/4/8,Female,Service,Yes,0,,1.7,0.03
8846,2008/9/10,Male,Product,No,5,9,9.8,0.84
8847,2008/5/6,Female,Service,Yes,2,2,3.4,0.29
8848,2008/4/25,Male,Product,Yes,1,2,5.7,0.36
8849,2008/4/22,Male,Service,No,3,8,8.7,0.88
8850,2008/2/9,Female,Service,No,2,5,7.5,0.61
8851,2008/11/8,Male,Service,Yes,3,6,8,0.69
8852,2008/8/11,Female,Product,Yes,1,2,4,0.2
8853,2008/9/15,Male,Service,Yes,1,3,4.6,0.26
8854,2008/11/23,Male,Product,Yes,2,,6.5,0.49
8855,2008/12/6,Male,Product,Yes,1,4,4.4,0.38
8856,2008/2/14,Male,Service,Yes,3,6,6.8,0.51
8857,2008/5/24,Female,Service,No,3,6,5.9,0.56
8858,2008/3/31,Male,Service,No,3,6,6.7,0.55
8859,2008/12/18,Female,Service,Yes,2,5,5.7,0.42
8860,2008/3/26,Male,Service,Yes,1,3,,0.44
8861,2008/8/8,Male,Service,Yes,3,5,7.1,0.49
8862,2008/10/27,Male,Product,Yes,0,1,2.7,0.08
8863,2008/1/15,Female,Product,No,3,4,5.6,0.39
8864,2008/2/17,Male,Service,No,2,5,,0.61
8865,2008/2/25,Male,Service,Yes,1,2,4.9,0.35
8866,2008/10/8,Female,Product,Yes,1,4,4.8,0.39
8867,2008/8/20,Male,Service,No,2,6,6.3,0.51
8868,2008/3/13,Female,Service,Yes,3,7,7.2,0.54
8869,2008/8/14,Female,Service,No,3,6,5.9,0.54
8870,2008/2/18,Female,Service,No,1,3,6,0.47
8871,2008/8/23,Female,Service,Yes,2,5,5.2,0.45
8872,2008/10/7,Male,Product,Yes,3,5,5.5,0.47
8873,2008/8/22,Female,Service,No,2,,4.4,0.33
8874,2008/2/27,Female,Product,No,3,7,7.4,0.54
8875,2008/7/24,Male,Service,Yes,3,7,9.1,0.81
8876,2008/8/11,Male,Service,Yes,0,1,,
8877,2008/12/14,Male,Product,No,1,4,5,0.45
8878,2008/8/18,Female,Service,Yes,2,4,4.4,0.37
8879,2008/5/12,Female,Service,Yes,1,2,4.1,0.28
8880,2008/9/15,Male,Service,Yes,1,3,,0.25
8881,2008/6/12,Female,Service,No,4,7,,0.66
8882,2008/6/18,Female,Service,Yes,2,3,3.8,0.33
8883,2008/4/9,Male,Product,Yes,2,3,2.1,
8884,2008/7/13,Male,Product,Yes,0,1,0,0
8885,2008/7/27,Female,Product,Yes,3,6,8,0.7
8886,2008/9/23,Male,Service,Yes,1,1,1.6,0.06
8887,2008/1/4,Male,Product,No,4,7,7.7,0.67
8888,2008/10/24,Male,Product,Yes,2,2,4,0.29
8889,2008/9/8,Male,Service,No,5,9,9.7,0.84
8890,2008/8/31,Male,Service,Yes,1,,0,0
8891,2008/11/10,Male,Service,Yes,2,3,,0.14
8892,2008/3/28,Male,Service,Yes,2,4,3.8,0.3
8893,2008/7/19,Male,Product,No,3,6,6.2,0.56
8894,2008/12/8,Male,Service,Yes,0,1,3.7,0.23
8895,2008/8/4,Male,Product,Yes,5,10,,0.87
8896,2008/7/1,Female,Service,Yes,2,4,6.7,0.47
8897,2008/7/7,Female,Service,Yes,1,3,3.7,0.21
8898,2008/6/30,Male,Service,No,2,4,6.3,0.43
8899,2008/9/29,Male,Service,No,1,1,3.7,0.23
8900,2008/10/8,Female,Service,No,3,6,,0.51
8901,2008/8/8,Male,Product,No,0,1,5.2,0.29
8902,2008/6/12,Female,Service,Yes,1,3,5,0.29
8903,2008/1/29,Male,Service,Yes,1,3,3.7,0.24
8904,2008/12/7,Female,Service,Yes,4,9,7.8,0.73
8905,2008/4/7,Female,Product,No,2,4,5.6,0.44
8906,2008/2/28,Male,Product,Yes,1,4,5.9,0.48
8907,2008/12/3,Female,Service,No,3,6,8.9,0.76
8908,2008/6/10,Female,Service,No,2,2,2.6,0.08
8909,2008/11/18,Female,Product,Yes,0,1,1.5,0.12
8910,2008/10/18,Female,Service,Yes,3,5,4.4,0.36
8911,2008/8/11,Male,Product,No,2,,7.7,
8912,2008/4/2,Male,Product,No,3,6,,0.46
8913,2008/12/11,Female,Service,No,1,2,0,0
8914,2008/1/6,Female,Service,No,3,6,8.4,0.82
8915,2008/11/23,Male,Product,Yes,2,3,4.1,0.26
8916,2008/12/19,Female,Service,No,2,3,5.1,0.27
8917,2008/6/29,Male,Service,Yes,2,2,4.4,0.21
8918,2008/11/3,Female,Product,No,1,3,,0.37
8919,2008/2/11,Female,Product,Yes,1,3,,0.16
8920,2008/5/12,Male,Product,Yes,2,4,4.9,
8921,2008/10/13,Male,Service,No,2,2,3.3,0.26
8922,2008/12/20,Male,Service,No,1,2,5,0.39
8923,2008/2/26,Female,Service,Yes,2,4,4.2,0.37
8924,2008/7/29,Male,Service,Yes,2,3,3.5,0.25
8925,2008/7/23,Female,Product,Yes,3,6,6.4,0.41
8926,2008/1/5,Female,Service,Yes,4,9,7.5,0.75
8927,2008/7/19,Female,Service,No,3,6,6,0.57
8928,2008/11/17,Female,Service,No,1,4,5.3,0.43
8929,2008/3/14,Female,Service,Yes,3,5,7,0.48
8930,2008/4/1,Female,Service,No,1,4,4.7,0.42
8931,2008/5/28,Female,Product,Yes,0,2,4.4,0.29
8932,2008/10/20,Male,Service,Yes,1,2,1.6,0.02
8933,2008/12/17,Female,Product,Yes,3,4,,0.38
8934,2008/2/20,Female,Service,No,1,2,4.1,0.27
8935,2008/7/1,Male,Service,No,3,,,0.39
8936,2008/1/31,Female,Product,Yes,0,1,3.1,0.17
8937,2008/11/5,Female,Service,Yes,4,8,7.3,0.73
8938,2008/1/14,Male,Service,Yes,2,4,3.7,0.3
8939,2008/6/14,Female,Product,Yes,2,5,5.6,0.43
8940,2008/7/13,Female,Product,Yes,2,4,,0.42
8941,2008/6/6,Female,Service,No,2,5,7.2,0.63
8942,2008/7/2,Male,Service,Yes,2,3,5.3,0.39
8943,2008/7/11,Male,Service,Yes,2,4,7.1,0.49
8944,2008/5/15,Female,Service,Yes,2,,2.9,
8945,2008/7/3,Female,Service,No,3,5,6.4,0.46
8946,2008/4/5,Male,Service,No,4,6,7,0.67
8947,2008/11/18,Male,Service,Yes,2,4,6.6,0.47
8948,2008/6/8,Female,Service,No,3,6,7.1,0.62
8949,2008/9/24,Male,Service,Yes,1,2,2.1,0.11
8950,2008/10/20,Female,Service,Yes,2,,5.3,0.38
8951,2008/3/29,Female,Service,Yes,2,5,,0.43
8952,2008/6/10,Female,Product,Yes,2,4,3.9,0.25
8953,2008/6/24,Male,Service,Yes,1,2,4,0.29
8954,2008/7/27,Male,Service,No,2,5,4.8,0.31
8955,2008/10/15,Female,Product,No,2,4,6.6,0.57
8956,2008/8/17,Female,Product,No,2,5,8.6,0.68
8957,2008/2/22,Female,Service,Yes,1,3,6.1,0.5
8958,2008/2/2,Female,Service,Yes,1,3,5.4,0.36
8959,2008/3/1,Male,Service,Yes,3,5,,0.44
8960,2008/5/7,Male,Product,Yes,1,1,2.2,0.18
8961,2008/8/18,Female,Service,Yes,2,4,6.9,0.57
8962,2008/6/9,Female,Service,Yes,3,6,6.9,0.6
8963,2008/4/7,Female,Service,No,2,3,5.3,
8964,2008/9/27,Female,Product,Yes,3,5,7.1,0.49
8965,2008/12/24,Male,Product,Yes,2,5,7.1,0.53
8966,2008/10/30,Male,Service,No,1,,4.6,0.34
8967,2008/4/15,Male,Service,No,4,7,5.8,0.55
8968,2008/3/24,Female,Service,No,2,3,6.2,0.48
8969,2008/10/7,Male,Service,No,2,4,5.6,0.32
8970,2008/12/8,Female,Service,No,3,6,7.5,0.62
8971,2008/4/2,Female,Service,No,2,3,3.5,0.23
8972,2008/10/19,Male,Service,Yes,3,5,5.5,0.42
8973,2008/8/28,Male,Service,Yes,3,6,6.2,0.53
8974,2008/10/7,Male,Service,Yes,2,3,,
8975,2008/1/22,Female,Service,No,1,3,,0.43
8976,2008/9/1,Male,Product,Yes,4,8,7.9,0.82
8977,2008/7/24,Male,Service,No,3,5,5.6,0.41
8978,2008/9/6,Female,Service,No,5,9,8.3,0.89
8979,2008/10/23,Female,Service,Yes,4,9,7.1,0.72
8980,2008/4/17,Male,Product,Yes,1,2,5.8,0.42
8981,2008/10/18,Female,Service,Yes,2,3,3.5,0.26
8982,2008/3/19,Male,Product,Yes,1,1,4.9,0.27
8983,2008/5/8,Female,Product,Yes,2,4,2.5,0.19
8984,2008/10/16,Male,Product,Yes,2,,4.6,0.35
8985,2008/3/14,Female,Product,Yes,2,4,5.5,0.31
8986,2008/1/6,Female,Product,No,2,5,5.4,0.35
8987,2008/5/8,Female,Product,No,2,4,5.1,0.39
8988,2008/3/16,Female,Product,Yes,2,4,,0.43
8989,2008/8/30,Female,Service,No,2,3,6.7,0.47
8990,2008/5/9,Female,Service,No,2,4,8.6,0.69
8991,2008/8/4,Male,Service,No,3,7,8.4,0.76
8992,2008/2/23,Female,Service,Yes,2,3,,0.24
8993,2008/6/19,Female,Service,No,2,3,5.3,0.39
8994,2008/6/18,Male,Product,No,0,1,3.6,0.16
8995,2008/11/23,Male,Product,No,4,6,8.3,0.62
8996,2008/4/2,Male,Service,No,3,6,6.7,0.53
8997,2008/8/8,Female,Service,Yes,1,1,0.5,0
8998,2008/10/24,Male,Service,Yes,1,2,3.7,0.17
8999,2008/8/29,Female,Product,No,2,4,5,0.29
9000,2008/2/19,Male,Product,No,4,8,8,0.7
9001,2008/3/26,Male,Service,No,2,3,5.9,0.5
9002,2008/10/4,Male,Service,Yes,3,6,4.4,0.4
9003,2008/1/9,Male,Product,Yes,3,5,7.8,0.59
9004,2008/1/9,Female,Service,No,3,6,6.8,0.5
9005,2008/5/15,Female,Service,Yes,0,2,3.5,0.29
9006,2008/1/21,Female,Service,Yes,1,,4.9,0.4
9007,2008/4/1,Female,Product,No,3,7,8.5,0.76
9008,2008/7/5,Male,Service,Yes,3,5,7.2,0.61
9009,2008/1/2,Female,Product,No,2,5,5.1,0.4
9010,2008/5/28,Female,Product,Yes,1,4,6.6,0.5
9011,2008/11/25,Male,Product,Yes,4,7,8.1,0.69
9012,2008/5/30,Male,Service,No,4,8,7.7,0.63
9013,2008/3/10,Female,Service,Yes,2,4,5.2,0.33
9014,2008/5/12,Female,Service,No,2,3,5.1,0.46
9015,2008/1/27,Female,Service,Yes,1,3,6.2,0.5
9016,2008/1/27,Male,Service,No,2,5,6.8,0.68
9017,2008/5/30,Female,Product,Yes,3,5,4.4,0.37
9018,2008/3/5,Female,Product,No,1,3,4.8,0.38
9019,2008/10/16,Male,Service,No,3,7,5.8,0.56
9020,2008/9/4,Female,Product,Yes,0,1,3.9,0.25
9021,2008/5/19,Female,Service,Yes,2,5,8,0.65
9022,2008/12/2,Male,Service,Yes,1,2,5.3,0.38
9023,2008/10/20,Female,Service,Yes,2,4,5,0.31
9024,2008/5/14,Male,Service,No,4,7,8,0.64
9025,2008/5/20,Male,Service,No,2,5,7.4,0.65
9026,2008/4/28,Female,Product,Yes,2,2,3.5,0.29
9027,2008/1/23,Male,Service,Yes,1,4,5.5,0.35
9028,2008/11/13,Male,Service,No,2,6,6.3,0.52
9029,2008/12/10,Male,Service,No,4,7,7.6,0.57
9030,2008/11/21,Female,Service,No,4,6,7.3,0.62
9031,2008/3/9,Female,Product,No,3,7,5.9,0.57
9032,2008/7/5,Male,Service,Yes,3,4,6.6,0.48
9033,2008/1/26,Female,Service,Yes,4,8,6.7,0.66
9034,2008/7/18,Male,Product,Yes,3,,,0.54
9035,2008/4/25,Male,Service,Yes,2,3,5.4,0.43
9036,2008/4/12,Male,Service,No,3,7,6.5,0.61
9037,2008/4/22,Female,Service,No,1,3,4.5,0.36
9038,2008/7/11,Female,Service,Yes,0,1,2.8,0.23
9039,2008/6/23,Male,Service,Yes,4,7,,0.65
9040,2008/9/3,Male,Service,Yes,1,4,5,0.39
9041,2008/1/13,Male,Product,No,2,6,6.3,0.56
9042,2008/8/13,Male,Service,No,1,2,6,0.36
9043,2008/11/25,Male,Service,Yes,2,6,7.1,0.55
9044,2008/12/3,Male,Service,Yes,2,4,,0.4
9045,2008/2/19,Female,Product,Yes,2,3,4.5,0.28
9046,2008/4/24,Female,Service,No,2,5,,0.67
9047,2008/5/5,Female,Product,No,2,4,6.3,0.45
9048,2008/6/11,Male,Service,Yes,4,,7.1,0.72
9049,2008/1/19,Female,Service,Yes,2,5,6.7,0.51
9050,2008/10/16,Male,Product,Yes,3,7,6.5,0.56
9051,2008/7/7,Male,Service,Yes,4,,7.6,0.6
9052,2008/11/2,Male,Service,Yes,4,9,8.9,0.82
9053,2008/1/2,Female,Product,Yes,1,1,0,0
9054,2008/1/21,Female,Product,Yes,1,2,4.4,0.26
9055,2008/8/12,Female,Service,No,2,4,6.7,0.43
9056,2008/11/13,Female,Service,No,5,10,7.5,0.74
9057,2008/12/22,Female,Product,No,3,6,7.3,
9058,2008/1/10,Male,Service,No,4,8,7.9,0.77
9059,2008/4/15,Male,Service,Yes,1,2,4.7,
9060,2008/1/21,Female,Service,No,2,4,5.4,0.43
9061,2008/9/19,Male,Service,No,4,9,8.4,0.89
9062,2008/10/18,Male,Service,Yes,2,5,8.5,0.72
9063,2008/3/13,Female,Service,No,2,4,7.3,0.67
9064,2008/9/21,Male,Service,No,4,7,,0.67
9065,2008/9/23,Female,Service,No,2,,4.7,0.33
9066,2008/2/18,Female,Product,No,0,2,1.8,
9067,2008/3/9,Male,Product,No,3,7,6.1,
9068,2008/2/13,Male,Product,Yes,2,4,4.2,0.29
9069,2008/11/28,Female,Product,No,1,3,5.5,0.32
9070,2008/5/10,Male,Service,No,2,5,7.2,0.65
9071,2008/3/25,Female,Product,Yes,3,6,7,0.53
9072,2008/1/15,Female,Service,Yes,3,5,4.7,0.33
9073,2008/2/3,Female,Service,Yes,1,3,6.3,0.47
9074,2008/1/29,Female,Service,Yes,2,5,5.7,0.42
9075,2008/2/9,Male,Service,Yes,3,6,7.1,0.53
9076,2008/7/28,Male,Product,No,2,4,4.6,0.3
9077,2008/9/12,Male,Product,Yes,1,2,4.8,0.31
9078,2008/9/17,Male,Product,Yes,1,4,5.4,0.38
9079,2008/5/10,Female,Service,No,1,2,5.8,0.43
9080,2008/8/25,Male,Service,No,1,3,5,0.4
9081,2008/4/27,Male,Service,Yes,2,5,6.9,0.61
9082,2008/5/20,Male,Service,Yes,2,3,5.4,0.32
9083,2008/1/27,Male,Product,Yes,2,3,4.1,0.31
9084,2008/6/25,Female,Service,Yes,3,5,5.6,0.36
9085,2008/3/22,Male,Service,Yes,1,2,1.9,0.13
9086,2008/10/6,Male,Service,No,4,9,,0.74
9087,2008/12/22,Female,Product,No,1,2,4.8,
9088,2008/7/23,Male,Product,Yes,1,1,4.4,0.29
9089,2008/10/25,Male,Product,Yes,3,5,5.7,0.5
9090,2008/12/29,Female,Product,Yes,2,3,4.4,0.29
9091,2008/12/3,Male,Product,No,0,1,2.8,0.17
9092,2008/5/10,Female,Product,Yes,2,3,5.3,0.29
9093,2008/9/8,Male,Product,No,0,1,3,0.1
9094,2008/8/17,Male,Service,No,2,5,7.4,0.54
9095,2008/10/14,Male,Service,No,3,,6.7,0.58
9096,2008/10/3,Female,Product,No,1,3,6,0.4
9097,2008/1/27,Female,Service,Yes,3,4,6.4,0.47
9098,2008/3/5,Male,Service,No,4,8,8.5,
9099,2008/12/16,Female,Product,No,1,2,6.3,0.44
9100,2008/5/4,Male,Service,No,3,7,7.9,0.62
9101,2008/5/13,Male,Service,No,3,4,4.9,0.44
9102,2008/12/23,Male,Service,Yes,3,7,7.6,0.79
9103,2008/4/10,Male,Service,No,2,4,,0.35
9104,2008/11/13,Female,Product,Yes,2,6,7.4,0.63
